0.000    0.000    5.000    0.000    0.000    0.000    0.000    
2.000    0.000    5.003    0.000    0.000    0.000    0.000    
4.000    0.000    5.020    0.000    0.000    0.000    0.000    
6.000    0.000    5.075    0.000    0.000    0.000    0.000    
8.000    0.000    5.124    0.000    0.000    0.000    0.000    
10.000   0.000    5.055    0.000    0.000    0.000    0.000    
12.000   0.000    4.823    0.000    0.000    0.000    0.000    
14.000   0.000    4.466    0.000    0.000    0.000    0.000    
16.000   0.000    4.044    0.000    0.000    0.000    0.000    
18.000   0.000    3.601    0.000    0.000    0.000    0.000    
20.000   0.000    3.165    0.000    0.000    0.000    0.000    
22.000   0.000    2.756    0.000    0.000    0.000    0.000    
24.000   0.000    2.384    0.000    0.000    0.000    0.000    
26.000   0.000    2.053    0.000    0.000    0.000    0.000    
28.000   0.000    1.765    0.000    0.000    0.000    0.000    
30.000   0.000    1.517    0.000    0.000    0.000    0.000    
32.000   0.000    1.305    0.000    0.000    0.000    0.000    
34.000   0.000    1.124    0.000    0.000    0.000    0.000    
36.000   0.000    0.972    0.000    0.000    0.000    0.000    
38.000   0.000    0.843    0.000    0.000    0.000    0.000    
40.000   0.000    0.733    0.000    0.000    0.000    0.000    
42.000   0.000    0.641    0.000    0.000    0.000    0.000    
44.000   0.000    0.562    0.000    0.000    0.000    0.000    
46.000   0.000    0.495    0.000    0.000    0.000    0.000    
48.000   0.000    0.438    0.000    0.000    0.000    0.000    
50.000   0.000    0.388    0.000    0.000    0.000    0.000    
52.000   0.000    0.346    0.000    0.000    0.000    0.000    
54.000   0.000    0.309    0.000    0.000    0.000    0.000    
56.000   0.000    0.278    0.000    0.000    0.000    0.000    
58.000   0.000    0.250    0.000    0.000    0.000    0.000    
60.000   0.000    0.226    0.000    0.000    0.000    0.000    
62.000   0.000    0.205    0.000    0.000    0.000    0.000    
64.000   0.000    0.186    0.000    0.000    0.000    0.000    
66.000   0.000    0.169    0.000    0.000    0.000    0.000    
68.000   0.000    0.155    0.000    0.000    0.000    0.000    
70.000   0.000    0.142    0.000    0.000    0.000    0.000    
72.000   0.000    0.130    0.000    0.000    0.000    0.000    
74.000   0.000    0.120    0.000    0.000    0.000    0.000    
76.000   0.000    0.110    0.000    0.000    0.000    0.000    
78.000   0.000    0.102    0.000    0.000    0.000    0.000    
80.000   0.000    0.094    0.000    0.000    0.000    0.000    
82.000   0.000    0.088    0.000    0.000    0.000    0.000    
84.000   0.000    0.081    0.000    0.000    0.000    0.000    
86.000   0.000    0.076    0.000    0.000    0.000    0.000    
88.000   0.000    0.071    0.000    0.000    0.000    0.000    
90.000   0.000    0.066    0.000    0.000    0.000    0.000    
92.000   0.000    0.062    0.000    0.000    0.000    0.000    
94.000   0.000    0.058    0.000    0.000    0.000    0.000    
96.000   0.000    0.054    0.000    0.000    0.000    0.000    
98.000   0.000    0.051    0.000    0.000    0.000    0.000    
100.000  0.000    0.048    0.000    0.000    0.000    0.000    
0.000    2.000    4.999    0.000    0.000    0.000    0.000    
2.000    2.000    5.000    0.002    0.000    0.000    0.000    
4.000    2.000    5.008    0.016    0.000    0.000    0.000    
6.000    2.000    5.073    0.041    0.000    0.000    0.000    
8.000    2.000    5.156    0.011    0.000    0.000    0.000    
10.000   2.000    5.099    0.077    0.000    0.000    0.000    
12.000   2.000    4.854    0.156    0.000    0.000    0.000    
14.000   2.000    4.482    0.202    0.000    0.000    0.000    
16.000   2.000    4.049    0.222    0.000    0.000    0.000    
18.000   2.000    3.598    0.223    0.000    0.000    0.000    
20.000   2.000    3.158    0.213    0.000    0.000    0.000    
22.000   2.000    2.746    0.196    0.000    0.000    0.000    
24.000   2.000    2.373    0.176    0.000    0.000    0.000    
26.000   2.000    2.043    0.154    0.000    0.000    0.000    
28.000   2.000    1.755    0.134    0.000    0.000    0.000    
30.000   2.000    1.508    0.115    0.000    0.000    0.000    
32.000   2.000    1.297    0.097    0.000    0.000    0.000    
34.000   2.000    1.118    0.083    0.000    0.000    0.000    
36.000   2.000    0.966    0.070    0.000    0.000    0.000    
38.000   2.000    0.838    0.059    0.000    0.000    0.000    
40.000   2.000    0.729    0.050    0.000    0.000    0.000    
42.000   2.000    0.637    0.042    0.000    0.000    0.000    
44.000   2.000    0.559    0.036    0.000    0.000    0.000    
46.000   2.000    0.493    0.031    0.000    0.000    0.000    
48.000   2.000    0.436    0.026    0.000    0.000    0.000    
50.000   2.000    0.387    0.023    0.000    0.000    0.000    
52.000   2.000    0.345    0.020    0.000    0.000    0.000    
54.000   2.000    0.308    0.017    0.000    0.000    0.000    
56.000   2.000    0.277    0.015    0.000    0.000    0.000    
58.000   2.000    0.249    0.013    0.000    0.000    0.000    
60.000   2.000    0.225    0.011    0.000    0.000    0.000    
62.000   2.000    0.204    0.010    0.000    0.000    0.000    
64.000   2.000    0.185    0.009    0.000    0.000    0.000    
66.000   2.000    0.169    0.008    0.000    0.000    0.000    
68.000   2.000    0.154    0.007    0.000    0.000    0.000    
70.000   2.000    0.141    0.006    0.000    0.000    0.000    
